source,target,relationship,weight
claim:CLM00282,vehicle:VEH0081,ASSOCIATED_WITH,1.0
claim:CLM00282,provider:PRV014,INVOLVES,1.0
claim:CLM00282,invoice:INV00091,HAS,1.0
claim:CLM00282,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0012,claim:CLM00283,FILED,1.0
claim:CLM00283,policy:POL0103,COVERED_BY,1.0
claim:CLM00283,vehicle:VEH0088,ASSOCIATED_WITH,1.0
claim:CLM00283,provider:PRV003,INVOLVES,1.0
claim:CLM00283,invoice:INV00142,HAS,1.0
claim:CLM00283,location:surat,OCCURRED_AT,1.0
claimant:CLT0115,claim:CLM00284,FILED,1.0
claim:CLM00284,policy:POL0069,COVERED_BY,1.0
claim:CLM00284,vehicle:VEH0047,ASSOCIATED_WITH,1.0
claim:CLM00284,provider:PRV024,INVOLVES,1.0
claim:CLM00284,invoice:INV00175,HAS,1.0
claim:CLM00284,location:pune,OCCURRED_AT,1.0
claimant:CLT0095,claim:CLM00285,FILED,1.0
claim:CLM00285,policy:POL0062,COVERED_BY,1.0
claim:CLM00285,vehicle:VEH0068,ASSOCIATED_WITH,1.0
claim:CLM00285,provider:PRV007,INVOLVES,1.0
claim:CLM00285,invoice:INV00059,HAS,1.0
claim:CLM00285,location:surat,OCCURRED_AT,1.0
claimant:CLT0020,claim:CLM00286,FILED,1.0
claim:CLM00286,policy:POL0028,COVERED_BY,1.0
claim:CLM00286,vehicle:VEH0031,ASSOCIATED_WITH,1.0
claim:CLM00286,provider:PRV003,INVOLVES,1.0
claim:CLM00286,invoice:INV00174,HAS,1.0
claim:CLM00286,location:surat,OCCURRED_AT,1.0
claimant:CLT0109,claim:CLM00287,FILED,1.0
claim:CLM00287,policy:POL0124,COVERED_BY,1.0
claim:CLM00287,vehicle:VEH0096,ASSOCIATED_WITH,1.0
claim:CLM00287,provider:PRV020,INVOLVES,1.0
claim:CLM00287,invoice:INV00081,HAS,1.0
claim:CLM00287,location:surat,OCCURRED_AT,1.0
claimant:CLT0063,claim:CLM00288,FILED,1.0
claim:CLM00288,policy:POL0047,COVERED_BY,1.0
claim:CLM00288,vehicle:VEH0072,ASSOCIATED_WITH,1.0
claim:CLM00288,provider:PRV013,INVOLVES,1.0
claim:CLM00288,invoice:INV00057,HAS,1.0
claim:CLM00288,location:pune,OCCURRED_AT,1.0
claimant:CLT0065,claim:CLM00289,FILED,1.0
claim:CLM00289,policy:POL0089,COVERED_BY,1.0
claim:CLM00289,vehicle:VEH0101,ASSOCIATED_WITH,1.0
claim:CLM00289,provider:PRV022,INVOLVES,1.0
claim:CLM00289,invoice:INV00199,HAS,1.0
claim:CLM00289,location:delhi,OCCURRED_AT,1.0
claimant:CLT0041,claim:CLM00290,FILED,1.0
claim:CLM00290,policy:POL0003,COVERED_BY,1.0
claim:CLM00290,vehicle:VEH0004,ASSOCIATED_WITH,1.0
claim:CLM00290,provider:PRV022,INVOLVES,1.0
claim:CLM00290,invoice:INV00054,HAS,1.0
claim:CLM00290,location:delhi,OCCURRED_AT,1.0
claimant:CLT0031,claim:CLM00291,FILED,1.0
claim:CLM00291,policy:POL0069,COVERED_BY,1.0
claim:CLM00291,vehicle:VEH0121,ASSOCIATED_WITH,1.0
claim:CLM00291,provider:PRV020,INVOLVES,1.0
claim:CLM00291,invoice:INV00088,HAS,1.0
claim:CLM00291,location:surat,OCCURRED_AT,1.0
claimant:CLT0090,claim:CLM00292,FILED,1.0
claim:CLM00292,policy:POL0096,COVERED_BY,1.0
claim:CLM00292,vehicle:VEH0094,ASSOCIATED_WITH,1.0
claim:CLM00292,provider:PRV013,INVOLVES,1.0
claim:CLM00292,invoice:INV00072,HAS,1.0
claim:CLM00292,location:delhi,OCCURRED_AT,1.0
claimant:CLT0105,claim:CLM00293,FILED,1.0
claim:CLM00293,policy:POL0026,COVERED_BY,1.0
claim:CLM00293,vehicle:VEH0070,ASSOCIATED_WITH,1.0
claim:CLM00293,provider:PRV008,INVOLVES,1.0
claim:CLM00293,invoice:INV00143,HAS,1.0
claim:CLM00293,location:surat,OCCURRED_AT,1.0
claimant:CLT0061,claim:CLM00294,FILED,1.0
claim:CLM00294,policy:POL0003,COVERED_BY,1.0
claim:CLM00294,vehicle:VEH0046,ASSOCIATED_WITH,1.0
claim:CLM00294,provider:PRV014,INVOLVES,1.0
claim:CLM00294,invoice:INV00128,HAS,1.0
claim:CLM00294,location:pune,OCCURRED_AT,1.0
claimant:CLT0101,claim:CLM00295,FILED,1.0
claim:CLM00295,policy:POL0125,COVERED_BY,1.0
claim:CLM00295,vehicle:VEH0077,ASSOCIATED_WITH,1.0
claim:CLM00295,provider:PRV009,INVOLVES,1.0
claim:CLM00295,invoice:INV00144,HAS,1.0
claim:CLM00295,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0105,claim:CLM00296,FILED,1.0
claim:CLM00296,policy:POL0066,COVERED_BY,1.0
claim:CLM00296,vehicle:VEH0122,ASSOCIATED_WITH,1.0
claim:CLM00296,provider:PRV021,INVOLVES,1.0
claim:CLM00296,invoice:INV00025,HAS,1.0
claim:CLM00296,location:surat,OCCURRED_AT,1.0
claimant:CLT0072,claim:CLM00297,FILED,1.0
claim:CLM00297,policy:POL0066,COVERED_BY,1.0
claim:CLM00297,vehicle:VEH0089,ASSOCIATED_WITH,1.0
claim:CLM00297,provider:PRV001,INVOLVES,1.0
claim:CLM00297,invoice:INV00106,HAS,1.0
claim:CLM00297,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0074,claim:CLM00298,FILED,1.0
claim:CLM00298,policy:POL0138,COVERED_BY,1.0
claim:CLM00298,vehicle:VEH0045,ASSOCIATED_WITH,1.0
claim:CLM00298,provider:PRV025,INVOLVES,1.0
claim:CLM00298,invoice:INV00073,HAS,1.0
claim:CLM00298,location:surat,OCCURRED_AT,1.0
claimant:CLT0114,claim:CLM00299,FILED,1.0
claim:CLM00299,policy:POL0021,COVERED_BY,1.0
claim:CLM00299,vehicle:VEH0098,ASSOCIATED_WITH,1.0
claim:CLM00299,provider:PRV020,INVOLVES,1.0
claim:CLM00299,invoice:INV00074,HAS,1.0
claim:CLM00299,location:delhi,OCCURRED_AT,1.0
claimant:CLT0054,claim:CLM00300,FILED,1.0
claim:CLM00300,policy:POL0104,COVERED_BY,1.0
claim:CLM00300,vehicle:VEH0019,ASSOCIATED_WITH,1.0
claim:CLM00300,provider:PRV003,INVOLVES,1.0
claim:CLM00300,invoice:INV00042,HAS,1.0
claim:CLM00300,location:surat,OCCURRED_AT,1.0
claimant:CLT0078,claim:CLM00301,FILED,1.0
claim:CLM00301,policy:POL0102,COVERED_BY,1.0
claim:CLM00301,vehicle:VEH0070,ASSOCIATED_WITH,1.0
claim:CLM00301,provider:PRV015,INVOLVES,1.0
claim:CLM00301,invoice:INV00200,HAS,1.0
claim:CLM00301,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0053,claim:CLM00302,FILED,1.0
claim:CLM00302,policy:POL0043,COVERED_BY,1.0
claim:CLM00302,vehicle:VEH0048,ASSOCIATED_WITH,1.0
claim:CLM00302,provider:PRV001,INVOLVES,1.0
claim:CLM00302,invoice:INV00033,HAS,1.0
claim:CLM00302,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0022,claim:CLM00303,FILED,1.0
claim:CLM00303,policy:POL0102,COVERED_BY,1.0
claim:CLM00303,vehicle:VEH0027,ASSOCIATED_WITH,1.0
claim:CLM00303,provider:PRV004,INVOLVES,1.0
claim:CLM00303,invoice:INV00017,HAS,1.0
claim:CLM00303,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0099,claim:CLM00304,FILED,1.0
claim:CLM00304,policy:POL0102,COVERED_BY,1.0
claim:CLM00304,vehicle:VEH0022,ASSOCIATED_WITH,1.0
claim:CLM00304,provider:PRV004,INVOLVES,1.0
claim:CLM00304,invoice:INV00068,HAS,1.0
claim:CLM00304,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0030,claim:CLM00305,FILED,1.0
claim:CLM00305,policy:POL0064,COVERED_BY,1.0
claim:CLM00305,vehicle:VEH0073,ASSOCIATED_WITH,1.0
claim:CLM00305,provider:PRV015,INVOLVES,1.0
claim:CLM00305,invoice:INV00161,HAS,1.0
claim:CLM00305,location:pune,OCCURRED_AT,1.0
claimant:CLT0005,claim:CLM00306,FILED,1.0
claim:CLM00306,policy:POL0092,COVERED_BY,1.0
claim:CLM00306,vehicle:VEH0084,ASSOCIATED_WITH,1.0
claim:CLM00306,provider:PRV016,INVOLVES,1.0
claim:CLM00306,invoice:INV00120,HAS,1.0
claim:CLM00306,location:delhi,OCCURRED_AT,1.0
claimant:CLT0018,claim:CLM00307,FILED,1.0
claim:CLM00307,policy:POL0139,COVERED_BY,1.0
claim:CLM00307,vehicle:VEH0046,ASSOCIATED_WITH,1.0
claim:CLM00307,provider:PRV019,INVOLVES,1.0
claim:CLM00307,invoice:INV00153,HAS,1.0
claim:CLM00307,location:pune,OCCURRED_AT,1.0
claimant:CLT0068,claim:CLM00308,FILED,1.0
claim:CLM00308,policy:POL0137,COVERED_BY,1.0
claim:CLM00308,vehicle:VEH0080,ASSOCIATED_WITH,1.0
claim:CLM00308,provider:PRV012,INVOLVES,1.0
claim:CLM00308,invoice:INV00124,HAS,1.0
claim:CLM00308,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0047,claim:CLM00309,FILED,1.0
claim:CLM00309,policy:POL0106,COVERED_BY,1.0
claim:CLM00309,vehicle:VEH0067,ASSOCIATED_WITH,1.0
claim:CLM00309,provider:PRV005,INVOLVES,1.0
claim:CLM00309,invoice:INV00078,HAS,1.0
claim:CLM00309,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0037,claim:CLM00310,FILED,1.0
claim:CLM00310,policy:POL0121,COVERED_BY,1.0
claim:CLM00310,vehicle:VEH0003,ASSOCIATED_WITH,1.0
claim:CLM00310,provider:PRV023,INVOLVES,1.0
claim:CLM00310,invoice:INV00126,HAS,1.0
claim:CLM00310,location:pune,OCCURRED_AT,1.0
claimant:CLT0103,claim:CLM00311,FILED,1.0
claim:CLM00311,policy:POL0075,COVERED_BY,1.0
claim:CLM00311,vehicle:VEH0060,ASSOCIATED_WITH,1.0
claim:CLM00311,provider:PRV001,INVOLVES,1.0
claim:CLM00311,invoice:INV00141,HAS,1.0
claim:CLM00311,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0051,claim:CLM00312,FILED,1.0
claim:CLM00312,policy:POL0064,COVERED_BY,1.0
claim:CLM00312,vehicle:VEH0042,ASSOCIATED_WITH,1.0
claim:CLM00312,provider:PRV023,INVOLVES,1.0
claim:CLM00312,invoice:INV00189,HAS,1.0
claim:CLM00312,location:delhi,OCCURRED_AT,1.0
claimant:CLT0011,claim:CLM00313,FILED,1.0
claim:CLM00313,policy:POL0109,COVERED_BY,1.0
claim:CLM00313,vehicle:VEH0062,ASSOCIATED_WITH,1.0
claim:CLM00313,provider:PRV017,INVOLVES,1.0
claim:CLM00313,invoice:INV00196,HAS,1.0
claim:CLM00313,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0084,claim:CLM00314,FILED,1.0
claim:CLM00314,policy:POL0137,COVERED_BY,1.0
claim:CLM00314,vehicle:VEH0069,ASSOCIATED_WITH,1.0
claim:CLM00314,provider:PRV014,INVOLVES,1.0
claim:CLM00314,invoice:INV00049,HAS,1.0
claim:CLM00314,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0082,claim:CLM00315,FILED,1.0
claim:CLM00315,policy:POL0117,COVERED_BY,1.0
claim:CLM00315,vehicle:VEH0116,ASSOCIATED_WITH,1.0
claim:CLM00315,provider:PRV009,INVOLVES,1.0
claim:CLM00315,invoice:INV00180,HAS,1.0
claim:CLM00315,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0007,claim:CLM00316,FILED,1.0
claim:CLM00316,policy:POL0137,COVERED_BY,1.0
claim:CLM00316,vehicle:VEH0006,ASSOCIATED_WITH,1.0
claim:CLM00316,provider:PRV006,INVOLVES,1.0
claim:CLM00316,invoice:INV00027,HAS,1.0
claim:CLM00316,location:delhi,OCCURRED_AT,1.0
claimant:CLT0020,claim:CLM00317,FILED,1.0
claim:CLM00317,policy:POL0004,COVERED_BY,1.0
claim:CLM00317,vehicle:VEH0127,ASSOCIATED_WITH,1.0
claim:CLM00317,provider:PRV007,INVOLVES,1.0
claim:CLM00317,invoice:INV00088,HAS,1.0
claim:CLM00317,location:surat,OCCURRED_AT,1.0
claimant:CLT0060,claim:CLM00318,FILED,1.0
claim:CLM00318,policy:POL0009,COVERED_BY,1.0
claim:CLM00318,vehicle:VEH0085,ASSOCIATED_WITH,1.0
claim:CLM00318,provider:PRV003,INVOLVES,1.0
claim:CLM00318,invoice:INV00216,HAS,1.0
claim:CLM00318,location:delhi,OCCURRED_AT,1.0
claimant:CLT0024,claim:CLM00319,FILED,1.0
claim:CLM00319,policy:POL0050,COVERED_BY,1.0
claim:CLM00319,vehicle:VEH0065,ASSOCIATED_WITH,1.0
claim:CLM00319,provider:PRV013,INVOLVES,1.0
claim:CLM00319,invoice:INV00213,HAS,1.0
claim:CLM00319,location:surat,OCCURRED_AT,1.0
claimant:CLT0099,claim:CLM00320,FILED,1.0
claim:CLM00320,policy:POL0114,COVERED_BY,1.0
claim:CLM00320,vehicle:VEH0064,ASSOCIATED_WITH,1.0
claim:CLM00320,provider:PRV024,INVOLVES,1.0
claim:CLM00320,invoice:INV00009,HAS,1.0
claim:CLM00320,location:ahmedabad,OCCURRED_AT,1.0
