claim_id_1,claim_id_2,similarity_score,duplicate_type,matching_fields,days_diff,amount_similarity,invoice_similarity,vehicle_similarity,claimant_similarity,fraud_1,fraud_2
CLM00073,CLM00306,0.3783,NO_MATCH,"close_date_30d, exact_amount, city",12,0.995,0.0,0.0,0.2513,1,0
CLM00007,CLM00034,0.3783,NO_MATCH,"close_date_7d, city, claim_type",6,0.5457,0.0,0.0,0.2513,0,1
CLM00176,CLM00251,0.3782,NO_MATCH,"provider_id, close_date_30d, exact_amount, claim_type",13,0.9542,0.3,0.0,0.2359,0,0
CLM00019,CLM00116,0.3779,SIMILAR,"vehicle_id, city",41,0.5163,0.0,1.0,0.2513,1,0
CLM00057,CLM00093,0.3778,SIMILAR,"claimant_id, exact_amount, city",193,0.9985,0.0,0.0,1.0,0,0
CLM00058,CLM00126,0.3778,SIMILAR,"vehicle_id, exact_amount",52,0.9999,0.0,1.0,0.2513,1,0
CLM00270,CLM00304,0.3778,SIMILAR,policy_id,33,0.7006,0.0,0.1,0.2359,0,1
CLM00046,CLM00083,0.3778,NO_MATCH,"close_amount_10pct, city, claim_type",38,0.9267,0.0,0.1,0.2359,0,0
CLM00174,CLM00275,0.3778,NO_MATCH,"close_date_30d, city, claim_type",11,0.2814,0.0,0.1,0.2205,0,0
CLM00015,CLM00049,0.3777,NO_MATCH,"close_date_7d, claim_type",2,0.4947,0.0,0.1,0.2513,0,0
CLM00066,CLM00080,0.3777,NO_MATCH,"close_date_30d, city, claim_type",8,0.4442,0.0,0.1,0.2513,0,1
CLM00011,CLM00229,0.3777,SIMILAR,"vehicle_id, claim_type",38,0.3795,0.0,1.0,0.2359,0,0
CLM00103,CLM00126,0.3776,NO_MATCH,"close_date_30d, close_amount_10pct, city",14,0.9234,0.0,0.1,0.2359,0,0
CLM00083,CLM00297,0.3775,NO_MATCH,"close_date_7d, claim_type",3,0.7028,0.0,0.0,0.2359,0,0
CLM00043,CLM00268,0.3775,SIMILAR,"vehicle_id, claim_type",42,0.4775,0.0,1.0,0.2359,0,0
CLM00147,CLM00207,0.3774,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",7,0.9467,0.0,0.1,0.2359,0,1
CLM00160,CLM00271,0.3774,NO_MATCH,"city, claim_type",36,0.8409,0.0,0.1,0.2513,1,0
CLM00066,CLM00175,0.3773,NO_MATCH,"exact_date, city",0,0.5757,0.0,0.1,0.2359,0,0
CLM00111,CLM00251,0.3773,NO_MATCH,"close_date_7d, claim_type",6,0.8892,0.0,0.1,0.2513,1,0
CLM00176,CLM00295,0.3773,NO_MATCH,"close_date_30d, city, claim_type",28,0.7993,0.0,0.0,0.2513,0,1
CLM00038,CLM00211,0.3773,NO_MATCH,"close_date_30d, city, claim_type",12,0.3952,0.0,0.0,0.2513,0,0
CLM00162,CLM00246,0.3772,NO_MATCH,"close_date_30d, claim_type",11,0.8635,0.0,0.0,0.2513,0,0
CLM00203,CLM00213,0.3771,NO_MATCH,"provider_id, close_date_30d, exact_amount",9,0.9526,0.3,0.1,0.2513,0,0
CLM00165,CLM00182,0.3771,NO_MATCH,"close_date_7d, city, claim_type",2,0.4683,0.0,0.0,0.2359,0,0
CLM00185,CLM00207,0.3771,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",12,0.9279,0.0,0.0,0.2359,1,1
CLM00160,CLM00290,0.377,NO_MATCH,"close_date_7d, city",7,0.742,0.0,0.1,0.2359,1,1
CLM00124,CLM00177,0.3769,NO_MATCH,"close_date_7d, exact_amount, claim_type",3,0.9914,0.0,0.0,0.2359,0,0
CLM00094,CLM00263,0.3769,NO_MATCH,"close_date_30d, city, claim_type",9,0.6464,0.0,0.0,0.2359,0,0
CLM00093,CLM00124,0.3767,NO_MATCH,"provider_id, close_date_30d, close_amount_10pct, claim_type",12,0.9197,0.3,0.0,0.2359,0,0
CLM00147,CLM00191,0.3767,SIMILAR,"claimant_id, city",49,0.7114,0.0,0.0,1.0,0,0
CLM00065,CLM00188,0.3767,NO_MATCH,"close_date_30d, claim_type",10,0.8702,0.0,0.0,0.2359,0,0
CLM00012,CLM00151,0.3767,NO_MATCH,"close_date_30d, exact_amount, city",10,0.9595,0.0,0.0,0.2359,0,0
CLM00214,CLM00261,0.3766,SIMILAR,"invoice_id, close_date_7d",2,0.5536,1.0,0.0,0.2359,1,0
CLM00151,CLM00312,0.3766,SIMILAR,"claimant_id, city",44,0.4349,0.0,0.1,1.0,0,0
CLM00245,CLM00301,0.3765,NO_MATCH,"close_date_7d, claim_type",6,0.8024,0.0,0.0,0.2205,1,0
CLM00047,CLM00175,0.3765,SIMILAR,"claimant_id, exact_amount, city",130,0.9797,0.0,0.0,1.0,0,0
CLM00013,CLM00220,0.3765,NO_MATCH,"close_date_7d, city, claim_type",4,0.2173,0.0,0.0,0.2359,0,0
CLM00127,CLM00273,0.3765,NO_MATCH,"close_date_30d, city",9,0.7774,0.0,0.1,0.2359,1,0
CLM00048,CLM00303,0.3764,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d",4,0.1169,0.0,1.0,0.2359,1,0
CLM00247,CLM00295,0.3763,NO_MATCH,"close_date_30d, city",9,0.785,0.0,0.1,0.2359,0,1
CLM00020,CLM00073,0.3763,NO_MATCH,"close_date_7d, city, claim_type",2,0.1303,0.0,0.0,0.2513,0,1
CLM00072,CLM00244,0.3763,NO_MATCH,"provider_id, close_date_30d, claim_type",11,0.8805,0.3,0.0,0.2359,0,0
CLM00079,CLM00302,0.3762,NO_MATCH,"close_date_7d, close_amount_10pct, city",2,0.915,0.0,0.1,0.2359,0,0
CLM00065,CLM00135,0.3761,NO_MATCH,"close_date_7d, claim_type",7,0.7792,0.0,0.0,0.2359,0,0
CLM00072,CLM00238,0.3761,NO_MATCH,"close_date_30d, city",13,0.8481,0.0,0.1,0.2513,0,0
CLM00018,CLM00155,0.3761,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",13,0.9286,0.0,0.0,0.2359,1,1
CLM00131,CLM00164,0.3761,SIMILAR,policy_id,42,0.8776,0.0,0.1,0.2513,0,0
CLM00031,CLM00221,0.376,NO_MATCH,"close_date_30d, exact_amount, city",19,0.997,0.0,0.1,0.2513,0,1
CLM00051,CLM00085,0.3759,SIMILAR,"policy_id, exact_amount, city",105,0.9669,0.0,0.0,0.2513,0,1
CLM00025,CLM00179,0.3757,SIMILAR,"policy_id, exact_amount",44,0.9595,0.0,0.1,0.2359,0,0
CLM00226,CLM00299,0.3756,SIMILAR,"vehicle_id, city",53,0.8594,0.0,1.0,0.2205,0,0
CLM00093,CLM00237,0.3755,NO_MATCH,"close_date_7d, city",3,0.8917,0.0,0.1,0.2513,0,0
CLM00109,CLM00118,0.3754,NO_MATCH,"close_date_30d, city, claim_type",24,0.7317,0.0,0.0,0.2205,0,0
CLM00172,CLM00223,0.3754,NO_MATCH,"close_date_30d, exact_amount, claim_type",9,0.9764,0.0,0.1,0.2359,0,0
CLM00028,CLM00095,0.3752,SIMILAR,"claimant_id, city",44,0.5721,0.0,0.0,1.0,1,0
CLM00037,CLM00135,0.3752,SIMILAR,"claimant_id, city",35,0.0413,0.0,0.0,1.0,0,0
CLM00202,CLM00260,0.3752,SIMILAR,"policy_id, exact_amount, city",59,0.995,0.0,0.0,0.2205,0,0
CLM00208,CLM00295,0.3751,NO_MATCH,"close_date_7d, exact_amount, city",5,0.9728,0.0,0.1,0.2359,0,1
CLM00118,CLM00186,0.3751,NO_MATCH,"exact_date, close_amount_10pct, claim_type",0,0.9193,0.0,0.0,0.2205,0,0
CLM00050,CLM00295,0.3751,SIMILAR,"vehicle_id, close_amount_10pct",38,0.9131,0.0,1.0,0.2513,1,1
CLM00039,CLM00244,0.375,NO_MATCH,"close_date_7d, claim_type",1,0.6279,0.0,0.0,0.2359,0,0
CLM00085,CLM00279,0.375,NO_MATCH,"close_date_30d, exact_amount, claim_type",14,0.9528,0.0,0.0,0.2359,1,0
CLM00014,CLM00162,0.375,NO_MATCH,"close_date_7d, claim_type",5,0.7183,0.0,0.0,0.2359,0,0
CLM00025,CLM00093,0.375,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",2,0.9479,0.0,0.0,0.2359,0,0
CLM00268,CLM00298,0.3749,SIMILAR,"policy_id, claim_type",66,0.8561,0.0,0.0,0.2513,0,0
CLM00086,CLM00292,0.3748,NO_MATCH,"close_date_7d, city, claim_type",7,0.276,0.0,0.0,0.2359,0,0
CLM00025,CLM00303,0.3748,NO_MATCH,"close_date_30d, city, claim_type",9,0.6261,0.0,0.0,0.2359,0,0
CLM00238,CLM00320,0.3748,NO_MATCH,"close_date_7d, claim_type",4,0.6955,0.0,0.0,0.2359,0,0
CLM00011,CLM00049,0.3748,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",18,0.9274,0.0,0.1,0.2205,0,0
CLM00030,CLM00315,0.3747,NO_MATCH,"close_date_7d, claim_type",1,0.6153,0.0,0.0,0.2359,0,0
CLM00173,CLM00283,0.3747,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d",10,0.2134,0.0,1.0,0.2513,0,0
CLM00049,CLM00281,0.3747,NO_MATCH,"exact_date, city, claim_type",0,0.3684,0.0,0.0,0.2513,0,0
CLM00076,CLM00082,0.3746,NO_MATCH,"close_date_7d, city, claim_type",4,0.464,0.0,0.0,0.2513,0,0
CLM00036,CLM00197,0.3746,SIMILAR,"claimant_id, close_date_30d, city",27,0.1453,0.0,0.0,1.0,0,0
CLM00284,CLM00310,0.3746,NO_MATCH,"close_date_7d, city",4,0.8337,0.0,0.0,0.2205,0,0
CLM00143,CLM00252,0.3745,NO_MATCH,"close_date_30d, city, claim_type",15,0.7769,0.0,0.0,0.2359,0,0
CLM00029,CLM00067,0.3744,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",1,0.917,0.0,0.0,0.2359,0,0
CLM00076,CLM00213,0.3744,NO_MATCH,"close_date_7d, city, claim_type",2,0.4159,0.0,0.0,0.2513,0,0
CLM00290,CLM00299,0.3744,NO_MATCH,"close_date_30d, close_amount_10pct, city, claim_type",21,0.9071,0.0,0.0,0.2359,1,0
CLM00011,CLM00150,0.3744,NO_MATCH,"provider_id, close_date_30d, city, claim_type",17,0.5427,0.3,0.0,0.2205,0,0
CLM00105,CLM00111,0.3744,NO_MATCH,"close_date_7d, city, claim_type",1,0.4163,0.0,0.0,0.2359,1,1
CLM00148,CLM00271,0.3742,NO_MATCH,"close_date_30d, claim_type",9,0.8143,0.0,0.0,0.2359,0,0
CLM00159,CLM00173,0.3741,NO_MATCH,"close_date_30d, city, claim_type",10,0.6388,0.0,0.0,0.2359,0,0
CLM00223,CLM00252,0.3741,SIMILAR,"policy_id, exact_amount",42,0.9977,0.0,0.0,0.2513,0,0
CLM00144,CLM00294,0.374,SIMILAR,"claimant_id, city, claim_type",148,0.059,0.0,0.0,1.0,0,0
CLM00051,CLM00202,0.374,NO_MATCH,"close_date_7d, city",7,0.7481,0.0,0.1,0.2205,0,0
CLM00227,CLM00265,0.374,NO_MATCH,"provider_id, close_date_30d, exact_amount, claim_type",16,0.9873,0.3,0.0,0.2359,0,0
CLM00160,CLM00223,0.374,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",2,0.947,0.0,0.0,0.2359,1,0
CLM00136,CLM00185,0.3737,NO_MATCH,"close_date_7d, exact_amount, city",6,0.984,0.0,0.1,0.2359,0,1
CLM00227,CLM00235,0.3737,NO_MATCH,"close_date_7d, claim_type",1,0.7591,0.0,0.1,0.2359,0,0
CLM00114,CLM00198,0.3737,NO_MATCH,"close_date_30d, exact_amount, city",12,0.9845,0.0,0.0,0.2359,1,1
CLM00164,CLM00227,0.3737,NO_MATCH,"close_date_7d, claim_type",5,0.7191,0.0,0.0,0.2359,0,0
CLM00025,CLM00208,0.3737,NO_MATCH,"close_date_30d, close_amount_10pct, city",16,0.9303,0.0,0.1,0.2359,0,0
CLM00031,CLM00174,0.3736,NO_MATCH,"close_date_7d, city",1,0.8849,0.0,0.1,0.2205,0,0
CLM00060,CLM00198,0.3736,NO_MATCH,"close_date_30d, claim_type",13,0.7634,0.0,0.1,0.2359,1,1
CLM00001,CLM00065,0.3736,NO_MATCH,"close_date_30d, city, claim_type",10,0.63,0.0,0.0,0.2359,1,0
CLM00121,CLM00196,0.3735,SIMILAR,"claimant_id, city",82,0.6536,0.0,0.0,1.0,0,0
CLM00074,CLM00203,0.3735,NO_MATCH,"close_date_30d, city, claim_type",9,0.6131,0.0,0.0,0.2359,0,0
CLM00024,CLM00145,0.3735,SIMILAR,"invoice_id, close_date_30d",24,0.7776,1.0,0.0,0.2359,0,1
CLM00182,CLM00274,0.3735,SIMILAR,"claimant_id, provider_id, city, claim_type",85,0.0538,0.3,0.0,1.0,0,0
CLM00007,CLM00236,0.3734,SIMILAR,"policy_id, provider_id",41,0.7074,0.3,0.0,0.2359,0,0
CLM00012,CLM00306,0.3734,SIMILAR,"policy_id, exact_amount, city",118,0.9868,0.0,0.0,0.2359,0,0
CLM00037,CLM00206,0.3733,SIMILAR,"policy_id, provider_id, close_date_30d",23,0.1101,0.3,0.1,0.2359,0,0
CLM00012,CLM00278,0.3733,NO_MATCH,"close_date_30d, exact_amount, claim_type",15,0.9506,0.0,0.0,0.2359,0,0
CLM00077,CLM00090,0.3733,SIMILAR,"claimant_id, city",210,0.653,0.0,0.0,1.0,1,0
CLM00059,CLM00107,0.3733,NO_MATCH,"close_date_30d, exact_amount, claim_type",9,0.9909,0.0,0.1,0.2205,0,0
CLM00269,CLM00308,0.3733,NO_MATCH,"provider_id, close_date_7d, city",4,0.4896,0.3,0.0,0.2359,0,0
CLM00043,CLM00049,0.3732,NO_MATCH,"close_date_30d, city, claim_type",9,0.5954,0.0,0.0,0.2359,0,0
CLM00029,CLM00097,0.3732,NO_MATCH,"close_date_30d, exact_amount, city, claim_type",24,0.97,0.0,0.0,0.2359,0,0
CLM00029,CLM00166,0.3732,NO_MATCH,"close_amount_10pct, city, claim_type",33,0.9093,0.0,0.0,0.2359,0,0
CLM00073,CLM00128,0.3732,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",2,0.9349,0.0,0.0,0.2359,1,0
CLM00078,CLM00264,0.3731,SIMILAR,"claimant_id, exact_amount, city",85,0.955,0.0,0.0,1.0,0,0
CLM00067,CLM00179,0.3731,NO_MATCH,"close_date_30d, claim_type",15,0.7985,0.0,0.1,0.2359,0,0
CLM00085,CLM00150,0.3731,SIMILAR,"policy_id, city",154,0.7927,0.0,0.1,0.2513,1,0
CLM00141,CLM00264,0.373,SIMILAR,"claimant_id, city, claim_type",112,0.3492,0.0,0.0,1.0,0,0
CLM00111,CLM00124,0.373,NO_MATCH,"close_date_30d, exact_amount, city, claim_type",24,0.9769,0.0,0.0,0.2359,1,0
CLM00137,CLM00166,0.3729,SIMILAR,"claimant_id, city",155,0.7977,0.0,0.1,1.0,0,0
CLM00131,CLM00138,0.3729,SIMILAR,vehicle_id,37,0.8917,0.0,1.0,0.2359,0,0
CLM00064,CLM00157,0.3727,NO_MATCH,"close_date_30d, exact_amount, claim_type",15,0.9546,0.0,0.0,0.2359,0,0
CLM00285,CLM00289,0.3726,NO_MATCH,"close_date_7d, claim_type",7,0.5577,0.0,0.1,0.2513,0,0
CLM00060,CLM00296,0.3726,NO_MATCH,"close_date_7d, claim_type",2,0.8882,0.0,0.0,0.2513,1,0
CLM00067,CLM00298,0.3725,SIMILAR,"claimant_id, city",111,0.7991,0.0,0.1,1.0,0,0
CLM00030,CLM00047,0.3725,SIMILAR,"invoice_id, close_date_30d",15,0.5175,1.0,0.0,0.2513,0,0
CLM00015,CLM00200,0.3725,NO_MATCH,"close_date_7d, claim_type",2,0.6277,0.0,0.0,0.2359,0,0
CLM00158,CLM00288,0.3725,SIMILAR,"claimant_id, city",51,0.4187,0.0,0.0,1.0,0,1
CLM00178,CLM00308,0.3724,SIMILAR,"vehicle_id, city",40,0.4713,0.0,1.0,0.2359,0,0
CLM00068,CLM00108,0.3724,SIMILAR,"invoice_id, close_date_30d, city",19,0.4422,1.0,0.0,0.2359,0,0
CLM00043,CLM00061,0.3724,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",3,0.9477,0.0,0.0,0.2359,0,0
CLM00110,CLM00205,0.3724,NO_MATCH,"close_date_30d, exact_amount, city",20,0.99,0.0,0.1,0.2513,0,0
CLM00024,CLM00204,0.3724,SIMILAR,"policy_id, exact_amount, city",140,0.9569,0.0,0.0,0.2359,0,0
CLM00136,CLM00216,0.3724,NO_MATCH,"close_date_30d, exact_amount, claim_type",11,0.9866,0.0,0.1,0.2359,0,0
CLM00006,CLM00029,0.3724,NO_MATCH,"close_date_7d, city",7,0.8431,0.0,0.0,0.2359,0,0
CLM00176,CLM00190,0.3723,SIMILAR,"vehicle_id, claim_type",223,0.5704,0.0,1.0,0.2359,0,0
CLM00131,CLM00290,0.3723,NO_MATCH,"close_date_30d, exact_amount, claim_type",15,0.9545,0.0,0.0,0.2359,0,1
CLM00062,CLM00112,0.3723,NO_MATCH,"close_date_7d, claim_type",2,0.4661,0.0,0.1,0.2359,0,0
CLM00136,CLM00160,0.3722,SIMILAR,"vehicle_id, close_amount_10pct, city",74,0.9288,0.0,1.0,0.2513,0,1
CLM00005,CLM00116,0.3722,NO_MATCH,"close_date_30d, close_amount_10pct, city",11,0.9449,0.0,0.0,0.2359,0,0
CLM00024,CLM00146,0.3721,NO_MATCH,"close_date_7d, exact_amount, claim_type",4,0.9639,0.0,0.0,0.2359,0,1
CLM00115,CLM00256,0.3721,NO_MATCH,"exact_date, claim_type",0,0.568,0.0,0.0,0.2359,1,0
CLM00258,CLM00303,0.372,SIMILAR,"claimant_id, city",86,0.649,0.0,0.0,1.0,0,0
CLM00209,CLM00258,0.3718,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",15,0.9404,0.0,0.0,0.2359,0,0
CLM00263,CLM00283,0.3718,SIMILAR,"claimant_id, close_date_30d, city",27,0.1026,0.0,0.0,1.0,0,0
CLM00060,CLM00211,0.3717,SIMILAR,"claimant_id, provider_id, city",107,0.4909,0.3,0.1,1.0,1,0
CLM00182,CLM00221,0.3717,NO_MATCH,"close_date_30d, city, claim_type",16,0.314,0.0,0.1,0.2359,0,1
CLM00077,CLM00135,0.3717,NO_MATCH,"provider_id, close_date_30d, city",9,0.8943,0.3,0.0,0.2359,1,0
CLM00199,CLM00253,0.3716,SIMILAR,"invoice_id, close_date_30d",8,0.6415,1.0,0.0,0.2513,0,0
CLM00062,CLM00120,0.3716,SIMILAR,"claimant_id, city",150,0.631,0.0,0.0,1.0,0,0
CLM00076,CLM00224,0.3716,SIMILAR,"policy_id, exact_amount, city",76,0.9684,0.0,0.0,0.2359,0,0
CLM00107,CLM00162,0.3715,NO_MATCH,"close_date_30d, city, claim_type",15,0.5876,0.0,0.1,0.2359,0,0
CLM00062,CLM00124,0.3715,NO_MATCH,"provider_id, close_date_7d, claim_type",6,0.7077,0.3,0.0,0.2359,0,0
CLM00004,CLM00128,0.3714,NO_MATCH,"close_date_7d, claim_type",7,0.7377,0.0,0.0,0.2359,0,0
CLM00119,CLM00312,0.3713,SIMILAR,"policy_id, city",43,0.5045,0.0,0.0,0.2513,0,0
CLM00301,CLM00303,0.3713,SIMILAR,"policy_id, close_date_30d",19,0.4258,0.0,0.0,0.2359,0,0
CLM00129,CLM00141,0.3713,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",8,0.9104,0.0,0.1,0.2359,0,0
CLM00158,CLM00209,0.3713,NO_MATCH,"close_date_30d, city, claim_type",27,0.5953,0.0,0.1,0.2359,0,0
CLM00057,CLM00236,0.3712,SIMILAR,"policy_id, exact_amount, city",111,0.9645,0.0,0.0,0.2359,0,0
CLM00276,CLM00317,0.3712,NO_MATCH,"close_date_7d, city",6,0.7789,0.0,0.0,0.2513,0,0
CLM00067,CLM00262,0.3712,SIMILAR,"vehicle_id, close_date_30d",29,0.6795,0.0,1.0,0.2359,0,0
CLM00006,CLM00091,0.3712,NO_MATCH,"close_date_7d, city",4,0.6061,0.0,0.1,0.2359,0,1
CLM00097,CLM00178,0.3712,SIMILAR,"claimant_id, close_amount_10pct, city",126,0.9268,0.0,0.0,1.0,0,0
CLM00168,CLM00294,0.371,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",9,0.9423,0.0,0.1,0.2359,0,0
CLM00084,CLM00186,0.3709,NO_MATCH,"close_date_30d, city",8,0.8211,0.0,0.0,0.2513,0,0
CLM00057,CLM00228,0.3709,NO_MATCH,"close_date_30d, claim_type",18,0.8614,0.0,0.1,0.2359,0,0
CLM00239,CLM00289,0.3709,NO_MATCH,"provider_id, close_date_30d, city, claim_type",20,0.2462,0.3,0.0,0.2359,0,0
CLM00107,CLM00168,0.3709,NO_MATCH,"close_date_7d, exact_amount, claim_type",3,0.9616,0.0,0.0,0.2205,0,0
CLM00122,CLM00294,0.3708,NO_MATCH,"close_date_30d, city, claim_type",25,0.6804,0.0,0.0,0.2359,0,0
CLM00136,CLM00184,0.3708,SIMILAR,"vehicle_id, close_date_30d",17,0.0495,0.0,1.0,0.2513,0,0
CLM00119,CLM00177,0.3707,NO_MATCH,"close_date_7d, claim_type",5,0.6789,0.0,0.0,0.2359,0,0
CLM00252,CLM00268,0.3707,NO_MATCH,"close_date_30d, city, claim_type",8,0.5229,0.0,0.0,0.2513,0,0
CLM00293,CLM00299,0.3706,NO_MATCH,"close_date_30d, claim_type",8,0.7434,0.0,0.0,0.2359,0,0
CLM00167,CLM00255,0.3706,NO_MATCH,"close_date_30d, claim_type",8,0.8818,0.0,0.1,0.2513,0,0
CLM00011,CLM00143,0.3705,NO_MATCH,"provider_id, close_date_30d, claim_type",8,0.7784,0.3,0.0,0.2205,0,0
CLM00208,CLM00211,0.3704,NO_MATCH,"close_date_7d, claim_type",6,0.5511,0.0,0.1,0.2359,0,0
CLM00074,CLM00209,0.3704,NO_MATCH,"close_date_7d, claim_type",1,0.6125,0.0,0.0,0.2205,0,0
CLM00242,CLM00298,0.3704,NO_MATCH,"close_date_30d, claim_type",10,0.7707,0.0,0.0,0.2513,0,0
CLM00183,CLM00279,0.3703,NO_MATCH,"close_date_30d, claim_type",11,0.8346,0.0,0.0,0.2359,0,0
CLM00055,CLM00135,0.3703,SIMILAR,"claimant_id, city",47,0.5924,0.0,0.0,1.0,0,0
CLM00110,CLM00188,0.3703,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",10,0.9195,0.0,0.1,0.2513,0,0
CLM00108,CLM00130,0.3703,NO_MATCH,"close_date_7d, claim_type",4,0.6103,0.0,0.0,0.2513,0,0
CLM00204,CLM00227,0.3703,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",15,0.9254,0.0,0.0,0.2359,0,0
CLM00119,CLM00197,0.3702,SIMILAR,policy_id,35,0.8151,0.0,0.0,0.2359,0,0
CLM00043,CLM00143,0.3701,NO_MATCH,"provider_id, close_date_30d, claim_type",19,0.7094,0.3,0.0,0.2359,0,0
CLM00076,CLM00193,0.3701,SIMILAR,"invoice_id, close_date_30d, city",27,0.329,1.0,0.0,0.2359,0,1
CLM00096,CLM00119,0.3701,SIMILAR,"policy_id, claim_type",139,0.8442,0.0,0.0,0.2359,1,0
CLM00097,CLM00191,0.3701,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",4,0.9435,0.0,0.0,0.2359,0,0
CLM00052,CLM00238,0.37,SIMILAR,"claimant_id, city",111,0.7649,0.0,0.1,1.0,0,0
CLM00002,CLM00128,0.37,NO_MATCH,"close_amount_10pct, city, claim_type",42,0.9378,0.0,0.1,0.2359,0,0
CLM00008,CLM00129,0.37,NO_MATCH,"provider_id, close_date_7d, claim_type",1,0.2731,0.3,0.0,0.2359,0,0
CLM00077,CLM00286,0.3699,SIMILAR,"vehicle_id, claim_type",211,0.8208,0.0,1.0,0.2513,1,0
CLM00152,CLM00308,0.3699,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d",13,0.2806,0.0,1.0,0.2359,0,0
CLM00198,CLM00204,0.3699,NO_MATCH,"exact_amount, city, claim_type",36,0.9555,0.0,0.0,0.2359,1,0
CLM00171,CLM00279,0.3698,NO_MATCH,"provider_id, close_date_7d, city",5,0.5898,0.3,0.1,0.2513,0,0
CLM00161,CLM00168,0.3698,SIMILAR,"claimant_id, city",41,0.2825,0.0,0.1,1.0,0,0
CLM00058,CLM00225,0.3698,NO_MATCH,"close_date_30d, city, claim_type",11,0.2855,0.0,0.0,0.2513,1,0
CLM00128,CLM00212,0.3697,NO_MATCH,"exact_date, claim_type",0,0.8352,0.0,0.0,0.2359,0,1
CLM00109,CLM00114,0.3696,NO_MATCH,"close_date_7d, city",1,0.6371,0.0,0.0,0.2513,0,1
CLM00009,CLM00150,0.3696,NO_MATCH,"close_date_30d, exact_amount, city",14,0.9941,0.0,0.0,0.2359,0,0
CLM00033,CLM00148,0.3696,NO_MATCH,"close_date_30d, city, claim_type",18,0.7682,0.0,0.0,0.2513,1,0
CLM00088,CLM00151,0.3696,SIMILAR,"claimant_id, close_amount_10pct, city",65,0.9209,0.0,0.0,1.0,0,0
CLM00168,CLM00279,0.3695,SIMILAR,"vehicle_id, close_date_30d",25,0.6075,0.0,1.0,0.2205,0,0
CLM00122,CLM00289,0.3695,NO_MATCH,"close_date_30d, claim_type",15,0.7673,0.0,0.1,0.2359,0,0
CLM00027,CLM00164,0.3694,SIMILAR,"claimant_id, city",147,0.6188,0.0,0.0,1.0,0,0
CLM00272,CLM00284,0.3694,NO_MATCH,"close_date_7d, city",1,0.6666,0.0,0.0,0.2359,0,0
CLM00126,CLM00258,0.3694,NO_MATCH,"close_date_30d, city, claim_type",24,0.6412,0.0,0.0,0.2359,0,0
CLM00200,CLM00281,0.3693,NO_MATCH,"close_date_7d, city, claim_type",4,0.2903,0.0,0.1,0.2359,0,0
CLM00002,CLM00088,0.3693,NO_MATCH,"close_date_7d, exact_amount, claim_type",7,0.9804,0.0,0.0,0.2513,0,0
CLM00093,CLM00303,0.3693,NO_MATCH,"close_date_30d, claim_type",11,0.6605,0.0,0.1,0.2359,0,0
CLM00183,CLM00297,0.3693,NO_MATCH,"close_date_7d, city",2,0.8493,0.0,0.1,0.2359,0,0
CLM00032,CLM00188,0.3692,SIMILAR,"policy_id, claim_type",67,0.8447,0.0,0.0,0.2359,0,0
CLM00018,CLM00114,0.3692,NO_MATCH,"close_date_7d, claim_type",2,0.4347,0.0,0.1,0.2359,1,1
CLM00126,CLM00269,0.3691,SIMILAR,"invoice_id, claim_type",35,0.5534,1.0,0.1,0.2359,0,0
CLM00044,CLM00063,0.3691,SIMILAR,"claimant_id, close_amount_10pct, city",75,0.911,0.0,0.0,1.0,0,0
CLM00058,CLM00198,0.3691,NO_MATCH,"close_date_7d, exact_amount",1,0.9777,0.0,0.1,0.2513,1,1
CLM00082,CLM00236,0.3691,NO_MATCH,"close_date_30d, city",9,0.8585,0.0,0.0,0.2359,0,0
CLM00142,CLM00197,0.369,NO_MATCH,"close_date_7d, exact_amount, claim_type",5,0.962,0.0,0.0,0.2359,1,0
CLM00218,CLM00244,0.369,NO_MATCH,"close_date_7d, exact_amount, city",7,0.9624,0.0,0.1,0.2359,0,0
CLM00125,CLM00242,0.3689,NO_MATCH,"close_date_7d, claim_type",2,0.5863,0.0,0.0,0.2359,0,0
CLM00011,CLM00139,0.3689,NO_MATCH,"close_date_30d, close_amount_10pct, city, claim_type",22,0.9125,0.0,0.0,0.2205,0,0
CLM00098,CLM00203,0.3689,SIMILAR,"policy_id, close_amount_10pct, city",84,0.9416,0.0,0.0,0.2359,0,0
CLM00010,CLM00038,0.3688,SIMILAR,"claimant_id, close_amount_10pct, city",131,0.9079,0.0,0.0,1.0,1,0
